;Given Name;Family Name;Role;ORCID ID;Keywords;H Index;Citations;Organization;Past Institutions;Department Code;Specific Field;Internal
346;Franklin;Djeumou Fomeni;;0000-0003-3580-1281;Nessuna;9;293;University of Quebec in Montreal (ESG-UQAM);;;;External
347;Egon;Willighagen;;0000-0001-7542-0286;statistics, cheminformatics, chemometrics, bioinformatics, chemistry development kit, metabolomics, predictive toxicology, nanoqsar;49;12141;Maastricht University;;;;External
348;Fabio;Marchese;Researcher;0000-0001-8384-3019;Nessuna;20;1269;King Abdullah University of Science and Technology Red Sea Research Center;;;;External
349;Thomas;Brouwer;;0000-0002-2582-8061;Nessuna;7;597;Howard University,Harvard University,Center for Integrated Quantum Materials, Center for Quantum;;;;External
350;Massimiliano;ROSSI;;0000-0001-7891-8813;Nessuna;27;2705;Department of Industrial Engineering, Alma Mater Studiorum Università di Bologna;;;;External
351;Elena;Russo;;0000-0002-3254-2571;Nessuna;28;2037;Researcher, Istituto di Scienze e Tecnologie per l'Energia e la Mobilità Sostenibili - Consiglio;;;;External
352;Michele;Bevilacqua;PhD Assistant;0000-0001-5647-2822;Nessuna;15;3076;École Polytechnique Fédérale de Lausanne;;;;External
353;Tim;Seizinger;;0009-0005-9399-8387;Nessuna;5;122;University of Würzburg;;;;External
354;Eric;Mjolsness;Professor;0000-0002-9085-9171;Nessuna;41;13391;Univesity of California, Irvine;;;;External
355;intissar;khalifa;;0000-0003-0323-5078;Nessuna;2;11;Enseignante chercheuse à ISIMG;;;;External
356;RICCARDO;ROVEDA;;0000-0003-2559-9956;Nessuna;14;892;Alten (Italy);;;;External
357;Santiago;Videla;;0000-0001-6979-533X;Nessuna;7;294;PhD Computer Science;;;;External
358;Jie;Li;;0000-0002-6178-4377;Nessuna;97;33677;waseda university;;;;External
359;Catharina;Olsen;;0000-0002-6193-2296;Nessuna;18;5831;Vrije Universiteit Brussel;;;;External
360;dan dan;zhu;;0000-0001-9951-0155;Nessuna;44;21975;The University of Hong Kong;;;;External
361;Lucia;Morello;ASSISTENTE;0000-0002-5860-5358;Nessuna;1;82;IRCCS Humanitas Research Hospital;;;;External
362;Neel ;Madhukar;;0000-0002-2907-2062;Nessuna;16;2055;OneThree Biotech & Weill Cornell Medical College;;;;External
363;Cong;Leng;;0000-0002-5037-0419;Nessuna;17;3054;CASIA, AiRiA;;;;External
364;Youliang;Yan;;0000-0001-8857-0064;corporate finance, corporate governance;21;3087;huawei;;;;External
365;Brett;Olivier;;0000-0002-5293-5321;biochemistry, software developer,  simulation, standardisation, data management, systems biology;30;3886;Vrije Universiteit Amsterdam;;;;External
366;Umberto Junior;Mele;PhD student;0000-0002-8464-1889;Nessuna;5;57;Dalle Molle Institute for Artificial Intelligence Research;;;;External
367;Merit;Cudkowicz;;0000-0002-7075-1681;Nessuna;99;32995;Professor of Neurology, Harvard Medical School;;;;External
368;Dong Won;Park;;0000-0002-4538-6045;Nessuna;30;3601;Hanyang University Hospital;;;;External
369;Chiara;Monfrini;;0000-0001-8675-9066;Nessuna;;;Fondazione IRCCS Istituto Nazionale dei Tumori;;;;External
370;K;Uma;Professor;0000-0002-3162-5148;Gender and Development Management;57;22703;Tamil Nadu Agricultural University;;;;External
371;iman;hajirasouliha;Assistant Professor of Computational Genomics;0000-0002-0600-3371;Nessuna;34;25196;Weill Cornell Medical College;;;;External
372;Weihang;Yuan;;0000-0002-9633-1191;Nessuna;;;Baidu;;;;External
373;Jean-Philippe;Tarel;Researcher;0000-0002-9241-5347;Nessuna;36;9099;Université Gustave Eiffel;;;;External
374;Ding;Liu;;0000-0001-9690-7333;Nessuna;79;32064;Harbin Institute of Technology;;;;External
375;Edoardo;Amaldi;;0000-0002-3553-2571;Optimization, Operations Research;36;5856;Professor, Dipartimento di Elettronica, Informazione e Bioingegneria, Politecnico di Milano, Italia;;;;External
376;Jörg;Tiedemann;;0000-0003-3065-7989;language technology, computational linguistics, machine translation, natural language processing;55;12442;University of Helsinki;;;;External
377;Massimiliano;Zanin;;0000-0002-4696-461X;Nessuna;38;10626;The University of South Australia;;;;External
378;Martina;Dal Molin;Associate Professor;0000-0003-3899-8657;Nessuna;10;453;Vilnius University;;;;External
379;Ivan;Shanin;;0009-0007-1588-969X;Nessuna;4;86;Queen Mary University of London;;;;External
380;Daniel;Carlin;;0000-0001-5075-9486;Nessuna;14;905;Chief Medical Officer, Mind Medicine Inc.;;;;External
381;Chi;Li;Research Assistant;0000-0002-5957-5680;Computer vision and machine learning;39;26892;Johns Hopkins University;;;;External
382;Aljaž;Košmerlj;Researcher;0000-0001-5702-5493;Nessuna;;;Jožef Stefan Institute;;;;External
383;Federico;Bianchi;;0000-0003-1748-5430;Nessuna;52;13530;Professor @ Institute for Atmospheric and Earth System Research, University of Helsinki;;;;External
384;NUNZIO ALBERTO;BORGHESE;;0000-0002-0925-3448;Nessuna;42;6651;Professore di Informatica, Università degli Studi di Milano;;;;External
385;EMANUEL;GONÇALVES;DISCENTE MESTRADO PROFISSIONAL;0009-0004-4214-3680;Nessuna;26;6319;FIOCRUZ;;;;External
386;Derek;Smith;Faculty/Professor;0000-0002-8956-9687;Nessuna;65;24060;Creighton University;;;;External
387;Feng;Gao;;0000-0002-7880-0193;Nessuna;172;165917;Master of Geotechnical Engineering, China University of Mining and Technology;;;;External
388;Manuela;Berlingeri;;0000-0002-3159-2809;Nessuna;24;2065;Associate Professor, Department of Humanistic Studies (DISTUM), University of Urbino Carlo Bo, Italy;;;;External
389;Francescomaria;Faticanti;;0000-0002-3075-313X;Nessuna;8;287;École Normale Supérieure de Lyon;;;;External
390;Denis;Thieffry;Professor;0000-0003-0271-1757;Computational systems biology;61;13949;École Normale Supérieure;;;;External
391;C.;Mendes de Oliveira;professor;0000-0002-5267-9065;Nessuna;50;14495;Universidade de Sao Paulo;;;;External
392;Uma;Mudenagudi;Dean  R & D, KLE Tech Hubblli;0000-0003-1111-7522;Nessuna;;;KLE Technological University;;;;External
393;Jinyang;Liu;;0000-0002-1635-7026;Nessuna;13;1542;Research Scientist, ByteDance Ltd.;;;;External
394;László;Hunyady;Professor;0000-0002-8438-7251;Nessuna;58;14745;Semmelweis University;;;;External
395;Andrea;Moglia;Assistant Professor of Bioengineeering;0000-0002-3365-580X;Artificial Intelligence surgery, Artificial Intelligence Medical Imaging, Surgical simulation, robotic surgery, virtual simulators;22;2171;Politecnico di Milano;;;;External
396;Rahuman S;Malik Sheriff;Senior Project Leader;0000-0003-0705-9809;Nessuna;18;2028;European Bioinformatics Institute;;;;External
397;Guang;Li;;0000-0002-1072-7006;Nessuna;65;14949;National Institute for Materials Science;;;;External
398;Stefano;Russo;Medical Director;0000-0002-3416-3129;Nessuna;32;3858;Santobono Children's Hospital;;;;External
399;Xiaoran;QIN;;0000-0001-7154-9920;Nessuna;7;554;Hong Kong University of Science and Technology;;;;External
400;Miguel Angel;Pujana;;0000-0003-3222-4044;Nessuna;54;12535;PI ProCURE Catalan Institute of Oncology;;;;External
401;john;jack;;0000-0001-6767-6660;Nessuna;264;592760;Professor of Medicine/Health Research & Policy/Biomedical Data Science/Statistics, Stanford Univ;;;;External
402;Michael;Freeman;;0000-0002-5931-4835;Nessuna;81;22196;Professor, Cancer Biology, Cedars-Sinai Medical Center;;;;External
403;Thomas;Larrieu;;0000-0002-5097-372X;Nessuna;13;1559;CNP/CHUV;;;;External
404;CARMEN;RODRIGUEZ;;0000-0002-2360-6617;Nessuna;109;67890;ingeniería en administración;;;;External
405;Sana;Kashgouli;;0009-0008-1583-2914;Nessuna;3;14;Unknown affiliation;;;;External
406;Nikola;Banić;;0000-0002-3900-8590;Nessuna;15;813;University of Zagreb, Faculty of Electrical Engineering and Computing;;;;External
407;Alberto;RAIMONDI;;0000-0003-4198-6606;Nessuna;2;29;Researcher;;;;External
408;xin xin ;li;;0000-0003-3002-8453;Nessuna;100;39482;Sinocloud Wisdom (Beijing) technology co., ltd;;;;External
409;Orla;Hardiman;National Clinical Lead, Neurology ;0000-0003-2610-1291;Genomics, Amyotrophic Lateral Sclerosis, Deep phenotyping, Population genetics, Health Services;105;53463;Health Service Executive;;;;External
410;Clemens;Wrzodek;Senior Scientist;0000-0003-4995-780X;Nessuna;18;1258;Roche Innovation Center Munich;;;;External
411;Stephen;Garnett;;0000-0002-0724-7060;Nessuna;69;20764;Professor of Conservation and Sustainability, Charles Darwin University;;;;External
412;Christoph;Flamm;;0000-0002-6621-3573;Nessuna;36;16324;Associate Professor, Department of Theoretical Chemistry, University of Vienna;;;;External
413;Zheng;Hui;;0000-0002-5499-0850;Nessuna;76;21038;Professor of Chemistry, NYU Shanghai, ECNU, SUAT;;;;External
414;Jing-Jing;LIU;;0000-0002-5257-6867;Nessuna;23;1552;Abalone Bio;;;;External
415;Carlos;Fernandez Lozano;;0000-0002-4587-0806;Nessuna;23;1746;Universidade da Coruña (ROR 01qckj285). CITIC-Research Center of Information and Communication;;;;External
416;Renan;Greca;PhD Candidate;0000-0002-0148-0662;Nessuna;4;33;Gran Sasso Science Institute;;;;External
417;Stefan;Hoops;;0000-0001-8503-8371;Nessuna;32;10393;Research Associate Professor, Biocomplexity Institute & Initiative, University of Virginia;;;;External
418;Sylvia;Richardson;;0000-0003-1998-492X;Nessuna;82;47806;Director of MRC Biostatistics Unit and Professor of Biostatistics, University of Cambridge;;;;External
419;Martine;De Cock;Professor;0000-0001-7917-0771;Nessuna;48;7694;University of Washington Tacoma;;;;External
420;Hua;Xu;;0000-0002-0715-5887;Nessuna;69;23535;Associate professor of Civil Engineering at SWJTU;;;;External
421;Jeremy;Jacobsen;;0000-0001-7341-8385;Nessuna;3;30;Bioloomics, Inc.;;;;External
422;In Sock;Jang;Directer;0000-0002-7285-7885;Nessuna;;;Prometheus Biosciences;;;;External
423;HSIH-TE;YANG;Sr. Oncology Bioinformatcian;0000-0002-4851-1374;Precision Oncology, Bioinformatics, Cancer Data Science, Drug Discovery, Antibody and Vaccine for Virus Infection;12;1248;Atrium Health;;;;External
424;Nicolas;Rodriguez;;0000-0002-9290-7894;SBML, bioinformatics, European Bioinformatics Institute, Babraham Institute;35;6928;Babraham Institute;;;;External
425;Anna;Guidetti;;0000-0002-4195-6397;Nessuna;;;Università degli Studi di Milano;;;;External
426;Eduardo ;Ballester;;0000-0001-5199-1754;Nessuna;25;2761;Professor de Carcinicultura - Universidade Federal do Paraná - UFPR;;;;External
427;Hari;Sharma;;0000-0003-3131-4005;Nessuna;57;14215;International Crops Research institute for the Semi-Arid Tropics (ICRISAT);;;;External
428;Manuela;Helmer-Citterich;professor;0000-0001-9530-7504;Nessuna;45;9312;University of Rome Tor Vergata;;;;External
429;Alicia;Amadoz;;0000-0003-3915-0404; Molecular epidemiology,  Population genetics,  Systems biology,  Evolutionary biology,  Biological pathways, Computational biology,  Functional genomics, Bioinformatics;18;1597;Igenomix SL;;;;External
430;Zhengyang;Liu;;0000-0003-4938-1935;Nessuna;25;3579;CPES, Virginia Tech;;;;External
431;Jiaming;LIU;;0000-0001-5697-1656;Nessuna;65;15894;Distinguished Professor, Northrop Grumman Optoelectronics Chair in EE, UCLA;;;;External
432;John;Sullivan;Scientist;0000-0002-9067-1531;Nessuna;94;39693;Los Alamos National Laboratory;;;;External
433;Simone;Bianco;;0000-0002-7211-8724;Nessuna;36;5865;Associate Professor, University of Milano-Bicocca;;;;External
434;Jing;Lin;;0000-0003-2518-5147;Nessuna;86;26175;Shenzhen University;;;;External
435;Ruikang;Xu;;0000-0001-7140-0130;Nessuna;13;402;University of Science and Technology of China;;;;External
436;Ulrike;Wittig;Resident;0000-0003-3837-2929;Nessuna;21;1541;Universitätsklinikum Krems;;;;External
437;Hong;Tran;;0000-0001-5442-2063;Nessuna;35;11717;Professor of Translation Studies, Chinese University of Hong Kong (Shenzhen);;;;External
438;Giovanni Donato;Gallo;;0009-0009-2413-5149;Nessuna;1;1;Unknown affiliation;;;;External
439;Deyu;Meng;;0000-0003-1739-5910;Nessuna;75;32799;Professor, Xi'an Jiaotong University;;;;External
440;Salim;Bougouffa;Senior Computational Biologist;0000-0001-9218-6452;Nessuna;26;2351;King Abdullah University of Science and Technology (KAUST);;;;External
441;Angelo Francesco;Gambino;Post-doc;0000-0003-0372-7232;Nessuna;;;Università degli Studi di Cagliari;;;;External
442;Viviana ;Arrigoni;Research Fellow;0000-0002-1411-9091;Nessuna;4;91;Sapienza University of Rome;;;;External
443;SARWAN;ALI;;0000-0003-1563-8130;Nessuna;15;757;Ph.D. Student, Georgia State University;;;;External
444;Rached;Alkallas;;0000-0003-3040-1860;Nessuna;8;456;Graduate Student, McGill University;;;;External
445;Sheryl;Brahnam;;0000-0001-7664-6930;Nessuna;42;6798;Professor ITC, Missouri State University;;;;External
446;Ahmed;Braham;Professor of Electrical Engineering;0000-0003-2518-0151;Fault detection, Power Electronics, Induction Motor, Electrolytic capacitors, Pattern Recognition, Support Vector Machines;13;935;National Institute of Applied Sciences and Technology, University of Carthage;;;;External
447;Henning;Hermjakob;Team Leader;0000-0001-8479-0262;Nessuna;98;92039;European Bioinformatics Institute;;;;External
448;konstantinos;votis;;0000-0001-6381-8326;Nessuna;34;4549;Centre for Research and Technology Hellas/Information Technologies Institute (CERTH/ITI);;;;External
449;Jonathan;Drew;;0000-0001-8046-9746;Nessuna;160;91915;Maitre Assistant, University of Geneva;;;;External
450;Carole;Proctor;Lecturer;0000-0002-1366-1399;Nessuna;26;2896;Newcastle University;;;;External
451;Sepp;Hochreiter;Head;0000-0001-7449-2528;Nessuna;64;173740;Johannes Kepler Universität Linz;;;;External
452;Eduard;Porta-Pardo;Junior Group Leader;0000-0001-7900-4239;Computational biology, Genomics, Cancer, Bioinformatics;19;9751;Josep Carreras Leukaemia Research Institute;;;;External
453;Yu-Jia (Sylvia);Shiah;Bioinformatician;0000-0003-4989-2794;Nessuna;;;Ontario Institute for Cancer Research;;;;External
454;Michael;Hucka;;0000-0001-9105-5960;scientific computing, software interoperability, data standards, preservation of data, systems biology, cognitive science, artificial intelligence;46;19383;California Institute of Technology;;;;External
455;Antonio;Carzaniga;;0009-0008-9969-3981;Nessuna;;;Università della Svizzera italiana;;;;External
456;Marien;van Westen;;0000-0001-6905-9471;Nessuna;3;37;Independent researcher;;;;External
457;Kathleen;Fisch;Assistant Professor;0000-0002-0117-7444;Nessuna;35;4917;University of California, San Diego;;;;External
458;Jaime Francisco;Gómez Gómez;Head;0000-0002-8515-6738;Materials, design and design history, digital modeling;3;63;Universidad de Guadalajara;;;;External
459;Karlo;Koscevic;;0000-0002-9691-4231;Nessuna;10;300;University of Zagreb;;;;External
460;Mahendra;Khened;;0000-0003-0841-6628;Nessuna;13;6240;Research Scholar;;;;External
461;Jeong-Ho;Yun;Associate Professor, Professor (Tenured);0000-0003-3929-4467;Periodontology, Implantology, Dentistry, Tissue Engineering;28;2144;Jeonbuk National University;;;;External
462;Amy;Truong;;0000-0001-9569-1200;Nessuna;;;Sage Bionetworks;;;;External
463;Songcheng;Du;;0000-0002-2785-2145;Nessuna;4;187;Unknown affiliation;;;;External
464;Benedict;Anchang;Adjunct Investigator;0000-0002-5576-5647;Nessuna;10;1550;National Cancer Institute;;;;External
465;Yukai;Shi;;0009-0009-5292-6271;Nessuna;16;1166;Shanxi University;;;;External
466;Stefan;Graw;Biostatistician I;0000-0002-6386-8267;Nessuna;9;637;Everest Clinical Research;;;;External
467;Andrea;Ruggieri;Profesor Asociado;0000-0002-2509-271X;Nessuna;19;2110;Universitat Politècnica de València;;;;External
468;Petar;Kochovski;;0000-0003-4345-2069;Nessuna;9;610;University of Ljubljana;;;;External
469;Alberto;Castagna;;0000-0001-9136-2055;Nessuna;19;1504;Unknown affiliation;;;;External
470;wei;wei;;0000-0002-6762-7989;Nessuna;159;229332;Anglia Ruskin University;;;;External
471;Brian;Funt;;0000-0003-3525-9197;Nessuna;47;11411;Professor of Computing Science, Simon Fraser University;;;;External
472;Ehsan;Saghapour;;0000-0002-5520-2115;Nessuna;6;166;PhD in Biomedical Engineering, Postdoctoral Fellow at UAB;;;;External
473;En;Chang;PhD student;0009-0000-8794-5581;Nessuna;118;87817;University of Oxford;;;;External
474;Arseniy;Terekhin;;0000-0002-1049-6391;Nessuna;9;183;Institute for Information Transmission Problems of the Russian Academy of Sciences (Kharkevich;;;;External
475;Kai;Zhang;;0000-0002-5274-3194;Nessuna;167;168740;北京华夏春松科技有限公司;;;;External
476;Kris;Sankaran;;0000-0002-9415-1971;Nessuna;19;3356;University of Wisconsin - Madison;;;;External
477;Joerg;Stelling;;0000-0002-1145-891X;Nessuna;48;16244;Department of Biosystems Science and Engineering, ETH Zurich;;;;External
478;Yuanhao;Cai;;0000-0002-8266-7102;Nessuna;15;1811;Johns Hopkins University  |  Tsinghua University;;;;External
479;li;zeng;;0000-0002-5120-7429;Nessuna;50;17517;Institute of Biophysics, CAS;;;;External
480;Nicholas;Allen;CEO, CO-founder;0000-0002-1086-6639;Nessuna;102;48066;Ksana Health Inc.;;;;External
481;Bhabatosh;Chanda;;0009-0008-7648-6867;Nessuna;43;6520;Professor, Computer and Communication Science, Indian Statistical Institute;;;;External
482;Barbara;Huang;;0000-0002-5553-9666;Nessuna;11;2272;University of California, Santa Barbara;;;;External
483;Matthias;König;Junior Group Leader;0000-0003-1725-179X;Systems Biology, Systems Medicine, Bioinformatics, Liver, Pharmacokinetics, Physiologically based pharmacokinetics (PBPK) model, Systems Biology Markup Language (SBML), CircleU, FAIR, Biology, Liver function test, Computational modelling, Mathematical modelling;34;5201;Humboldt-Universität zu Berlin;;;;External
484;Daniele;Zuddas;Ricercatore in Geometria;0000-0002-8308-1832;Nessuna;5;169;Università degli Studi di Trieste;;;;External
485;Weiguo;Song;;0000-0003-1706-5217;Nessuna;87;29609;Institute of Chemistry, Chinese Academy of Sciences;;;;External
486;FRANCESCO;EPIFANIA;;0000-0003-1839-9366;Nessuna;6;89;Università degli Studi di Milano;;;;External
487;John;Doyle;Jean Lou Chameau Professor;0000-0002-1828-2486;Nessuna;104;99474;California Institute of Technology;;;;External
488;Arezoo;Jahani;Assistant Professor;0000-0002-1868-8224;Computer Network, Cloud Service, Data center, Distributed System;9;191;Sahand University of Technology;;;;External
489;Marco;Rossignolo;;0000-0001-8584-0313;Nessuna;4;724;Quantum Physicist, Qruise GmbH;;;;External
490;Kedar Nath;Natarajan;;0000-0002-9264-1280;Nessuna;21;6383;Technical University of Denmark;;;;External
491;Fabrizio;Magugliani;Strategic Planning and Business Development;0000-0003-2467-6884;Nessuna;;;E4 Computer Engineering SpA;;;;External
492;Kyle;Roell;;0000-0001-7491-6095;Nessuna;10;873;Data Analyst Project Manager, University of North Carolina at Chapel Hill;;;;External
493;Falk;Schreiber;;0000-0002-9307-3254;Nessuna;55;12781;Professor, University of Konstanz and Monash University;;;;External
494;Jie;Liu;;0000-0002-9740-0056;Nessuna;131;60014;Duke University;;;;External
495;Stavros;Papadopoulos;;0000-0001-7856-6125;Nessuna;23;2971;TileDB, Inc.;;;;External
496;Dirk;Drasdo;Directeur de Recherche;0000-0002-9995-5987;Nessuna;45;8764;Inria Centre de Recherche de Paris;;;;External
497;Zhiwei ;Zhong;;0000-0001-9054-7314;Nessuna;9;316;City University of Hong Kong (CityU);;;;External
498;Akira;Funahashi;Professor;0000-0003-0605-239X;Systems Biology, Quantitative Biology, Computational Biology, Parallel Processing, Numerical Calculation, Image Processing, Machine Learning;27;7099;Keio University;;;;External
499;Jüri;Reimand;Associate professor;0000-0002-2299-2309;Nessuna;45;19310;University of Toronto;;;;External
500;Edda;Klipp;;0000-0002-0567-7075;Nessuna;58;14826;Professor for Theoretical Biophysics, Humboldt-Universität zu Berlin;;;;External
501;Or;Litany;;0000-0001-6700-7379;Nessuna;33;7259;Technion, NVIDIA;;;;External
502;Chiara;Fornari;Pharmacokinetic Specialist;0000-0001-9334-8513;Nessuna;10;1143;Menarini Ricerche SpA;;;;External
503;Ariel;Chernomoretz;;0000-0003-2675-353X;Complex systems, Systems biology, Complex networks;24;2021;Unknown affiliation;;;;External
504;Witold;Rudnicki;Associate Professor;0000-0002-7928-4944;bionformatics, machine learning, GPU programming;23;8182;University of Białystok;;;;External
505;Kenneth;Jung;;0000-0001-8203-2513;Nessuna;47;8563;The Hong Kong Education University;;;;External
506;Luigi;Celona;Dirigente Tecnologo;0000-0002-6328-5926;Nessuna;33;3794;Istituto Nazionale di Fisica Nucleare;;;;External
507;Guocai;Chen;;0000-0001-7800-0674;Nessuna;8;614;School of Biomedical Informatics, University of Texas;;;;External
508;Jingdong;Liu;;0000-0002-5440-4620;Nessuna;29;2873;Research Fellow, Imperial College London;;;;External
509;Giulio;Spinozzi;Expert in Monitoring and Control of Complex Procedures;0000-0002-4220-2474;Data Science, Cloud Computing, Computational Biology, Bioinformatics, Big Data, Machine Learning, Linux Certified;13;720;Regione Umbria;;;;External
510;Aarne;Talman;;0000-0002-3573-5993;Nessuna;7;264;University of Helsinki;;;;External
511;Sunhee;Hwang;;0000-0002-2501-9563;Nessuna;11;581;Dongyang Mirae University;;;;External
512;Gaetano;Chiriaco;AI Applied Research;0009-0004-8580-8806;Nessuna;;;LINKS Foundation;;;;External
513;John;Wagner;;0000-0002-7156-6621;Nessuna;114;52120;University of Minnesota;;;;External
514;Daniel;Rotroff;Assistant Staff;0000-0003-0553-3220;Nessuna;36;6911;Cleveland Clinic;;;;External
515;shile;zhang;;0000-0003-0491-7396;Nessuna;22;9873;Guardant Health;;;;External
516;xiaochen;wang;;0000-0002-5665-0235;Nessuna;24;2135;Shaanxi Green Wiser Environmental Protection Technology Company Limited;;;;External
517;Marcos V;Conde;PhD Researcher;0000-0002-5823-4964;AI, Neural Networks, Computer Vision, Computational Photography, Image Processing, Deep Learning;17;991;Julius-Maximilians-Universität Würzburg;;;;External
518;Roberto;Avogadro;;0000-0001-8074-7793;Nessuna;8;146;SINTEF;;;;External
519;Zhaleh;Safikhani;;0000-0002-1429-1692;Nessuna;15;1545;Post doctoral fellow;;;;External
520;xianming;liu;;0000-0002-8402-619X;Nessuna;17;2236;XPeng Inc;;;;External
521;Lei Lei;Xie;;0000-0001-7558-9225;Nessuna;52;11506;Northwestern Polytechnical University;;;;External
522;Dong-Jin;Lim;;0000-0002-0037-215X;Nessuna;24;2769;U of Alabama at Birmingham;;;;External
523;Anna;Carobene;;0000-0003-0147-9378;Nessuna;31;3287;IRCC San Raffaele Hospital;;;;External
524;Liangpei;Zhang;;0000-0001-6890-3650;Nessuna;141;79636;Professor, Wuhan University;;;;External
525;Daniele;Vigo;;0000-0002-0785-1583;Nessuna;69;27496;Cambrex Profarmaco Milano;;;;External
526;GIOVANNI PAOLO;GIBILISCO;;0000-0002-7350-6593;Nessuna;8;225;Politecnico di Milano;;;;External
527;Xiao;Chou;;0000-0002-9264-9725;Nessuna;1;3;Postgraduate Trainee;;;;External
528;Cristiano;Carlomagno;Strategic R&D Manager;0000-0002-5543-0505;Orthopedic, Nanotechnology, Research and Development, Clinical Translation;17;737;Rancate;;;;External
529;Lorenzo;Olearo;;0009-0000-7290-3549;Nessuna;1;1;University of Milano-Bicocca;;;;External
530;Francesco;Musumeci;;0000-0002-3617-5916;Nessuna;28;3543;Associate Professor, Politecnico di Milano, Italy;;;;External
531;Mahmoud;ElHefnawi;Professor;0000-0003-3896-6911;Nessuna;26;2253;National Research Centre;;;;External
532;Chad;Allen;;0009-0004-9571-1557;Nessuna;8;312;Clemson;;;;External
533;Nakyung;Lee;;0000-0001-5048-1816;Nessuna;10;596;Honam National Institute of Biological Resources (HNIBR);;;;External
534;Piero;Dalle Pezze;Senior Bioinformatics Software Engineer;0000-0003-1695-6763;Nessuna;10;983;Congenica Ltd;;;;External
535;Giovanni Andrea;La Maida;MD;0000-0001-5360-1262;Nessuna;11;589;Istituto Ortopedico Gaetano Pini;;;;External
536;Carmelo;Messina;Assistant Professor - RTDA;0000-0001-7518-5773;Nessuna;42;5332;Università degli Studi di Milano;;;;External
537;Davide;Ferrari;;0000-0002-4299-0060;Nessuna;90;32621;modena;;;;External
538;PATRIZIA;STECA;;0000-0002-1373-5802;Nessuna;47;13902;Full Professor, Department of Psychology, Un. of Milan Bicocca;;;;External
539;Zhexin;Liang;;0009-0000-0488-5684;Computer Vision;4;240;Nanyang Technological University;;;;External
540;Giovanni;Di Veroli;;0000-0002-5251-8181;Nessuna;11;1549;University of Cambridge, AstraZeneca;;;;External
541;Chang-Chang;Chen;Assistant research fellow;0000-0002-0484-6631;Nessuna;35;3584;National Research Institute of Chinese Medicine;;;;External
542;Lijun;Cheng;;0000-0003-1063-4157;Nessuna;31;6189;University of Colorado at Boulder;;;;External
543;Ziv;Shkedy;;0000-0002-6306-0823;Nessuna;32;4029;Professor for bioinformatics/biostatostics;;;;External
544;SHUYI;ZHAO;Lecturer;0009-0002-9557-2329;Nessuna;12;661;Northeastern University;;;;External
545;Sylvia;Plevritis;;0000-0003-2796-9180;Nessuna;66;25098;Professor of Biomedical Data Science, Stanford University;;;;External
546;Seyed Ali;Madani Tonekaboni;;0000-0001-9713-9567;Nessuna;15;1049;Staff Machine Learning Scientist (Recursion Pharmaceutical);;;;External
547;Marco Antonio;Camillo de Carvalho;Professor Adjunto;0000-0003-4966-1013;Nessuna;22;1795;Universidade do Estado de Mato Grosso;;;;External
548;Francesco;De Pellegrini;Professeur des Univesites;0000-0002-1370-9401;Nessuna;30;8697;University of Avignon;;;;External
549;huaqin;he;;0000-0002-1535-0092;Nessuna;5;90;Southern University of Science and Technology;;;;External
550;yifan;ding;;0000-0002-0088-0269;Nessuna;13;874;Soochow University;;;;External
551;RICHARD;COLLINS;;0000-0002-1961-8199;Nessuna;45;8351;University of Colorado Boulder;;;;External
552;Albert;Kooistra;Associate Professor;0000-0001-5514-6021;Nessuna;32;3928;University of Copenhagen;;;;External
553;Leonidas;Guibas;;0000-0002-8315-4886;Nessuna;153;145970;Professor of Computer Science, Stanford University;;;;External
554;William;Denney;Chief Scientist;0000-0002-5759-428X;Nessuna;110;43163;Human Predictions;;;;External
555;Sanchayan;Santra;;0000-0002-5770-8611;Nessuna;9;538;Specially-Appointed Researcher/Fellow, Institute for Datability Science,Osaka University;;;;External
556;chiara;damiani;Responsible;0000-0002-2460-8892;#museumeducation #socialinclusion #culturalmediation;20;1142;Stazione Utopia;;;;External
557;Georgi;Kanev;Sr Computational Research Scientist;0000-0002-9284-0802;Nessuna;6;874;St. Jude Children's Research Hospital;;;;External
558;Michel;Dumontier;Distinguished Professor;0000-0003-4727-9435;data science, biomedical informatics, drug discovery, semantic web, ontology, intelligent systems, k;60;27224;Maastricht University;;;;External
559;Roman;Schulte-Sasse;Senior Machine Learning Engineer;0000-0003-0374-4550;Nessuna;3;236;AIgnostics;;;;External
560;Liang;Lin;;0000-0003-3046-9814;Nessuna;99;37310;Fellow of IEEE/IAPR, Research Director of Peng Cheng Laboratory, Professor of Computer Science, SYSU;;;;External
561;Fabio;Stella;Chercheur associé;0000-0001-7964-2492;Nessuna;31;3664;Université de Franche-Comté;;;;External
562;Friederike;Ehrhart;Assistent Professor (tenured);0000-0002-7770-620X;rare diseases, systems biology, bioinformatics, pathway and network analysis, omics data analysis, tissue engineering, neurological diseases, cell culture, tissue engineering, GMP, nanomaterials;24;3586;Maastricht University;;;;External
563;Kwang hyun;Cho;;0000-0002-1920-7883;Nessuna;61;10623;Korea Advanced Institute of Science and Technology;;;;External
564;Jose;Caballero caballero ;;0009-0008-0384-9372;Nessuna;29;28801;Shift Lab;;;;External
565;Anna;Goldenberg;Senior Scientist;0000-0002-2416-833X;Nessuna;43;14896;The Hospital for Sick Children;;;;External
566;Shuai ;Liu;;0000-0002-1841-2615;Nessuna;116;81964;Nanyang Technological University;;;;External
567;Jaesub;Park;;0000-0003-2597-2204;Nessuna;2;10;Cambridge University;;;;External
