Unnamed: 0,Given Name,Family Name,Role,ORCID ID,Keywords,H Index,Citations,Organization,Past Institutions,Department Code,Specific Field,Internal,openalex_id_institution
297,Fabrizio,Smeraldi,,0000-0002-0057-8940,Nessuna,24,2324,University of London,,,,External,https://openalex.org/I124357947
298,Dario,Bertazioli,,0000-0001-8566-7223,Nessuna,3,158,University of Milano-Bicocca,,,,External,https://openalex.org/I66752286
299,Chris,de Graaf,"VP, Head of Computational Drug Discovery and Data Science",0000-0002-1226-2150,"cheminformatics, medicinal chemistry, chemogenomics, bioinformatics, computer-aided drug design",59,10984,Structure Therapeutics,,,,External,
300,Minji,Jeon,,0000-0002-0301-2221,"Computer Science Education, Computational Thinking, Computer-Supported Collaborative Learning",42,5382,Indiana University,,,,External,https://openalex.org/I4210119109
301,Ugo,Becciani,Researcher,0000-0002-4389-8688,Nessuna,35,29988,INAF - Osservatorio Astrofisico di Catania,,,,External,
302,Florian,Mittag,Professor for Artificial Intelligence in Visual Computing,0000-0002-6472-0221,"machine learning, artificial intelligence, semantic web",12,1133,Hochschule für angewandte Wissenschaften Coburg,,,,External,https://openalex.org/I157413458
303,Luigi,Pedone,Radiologist,0000-0003-2988-9678,Nessuna,22,2180,IRCCS Istituto Ortopedico Galeazzi,,,,External,https://openalex.org/I4210113215
304,Dennis,Wang,,0000-0001-7554-9610,Nessuna,39,16033,Imperial College London,,,,External,https://openalex.org/I47508984
305,Jiadong,Ji,,0000-0003-3562-8861,Nessuna,15,883,Shandong University,,,,External,https://openalex.org/I154099455
306,Fitsum Meshesha,Kifetew,Researcher,0000-0003-1860-8666,"software testing, search-based software engineering, software engineering, requirements engineering",19,1336,Fondazione Bruno Kessler,,,,External,https://openalex.org/I2277624104
307,Sondess,MISSAOUI,Research Associate,0000-0001-5065-8618,Nessuna,8,309,University of York,,,,External,https://openalex.org/I52099693
308,FRANCANTONIO,DEVOTO,"Postdoctoral Research Fellow, ",0000-0002-3240-2341,Nessuna,7,245,University of Milano-Bicocca,,,,External,https://openalex.org/I66752286
309,Jouni,Sirén,Associate Research Scientist,0000-0001-5828-4139,Nessuna,22,3391,University of California,,,,External,https://openalex.org/I95457486
310,Xiaohui,Xie,Professor of Computer Science,0000-0001-6784-816X,Nessuna,73,42994,University of California,,,,External,https://openalex.org/I95457486
311,Pablo,Navarrete Michelini,,0000-0002-6293-9668,Nessuna,18,1292,Independent Researcher,,,,External,
312,Benjamin,van Wyk de Vries,,0000-0001-7232-0693,Nessuna,46,6118,Unknown affiliation,,,,External,
313,Francesco,Di Pietto,PHD,0000-0002-3924-3961,Nessuna,12,625,Pineta Grande Srl,,,,External,
314,Yijian,Zhang,,0000-0001-7376-2768,Nessuna,12,388,Central South University,,,,External,https://openalex.org/I139660479
315,Iwan,de Kok,Postdoctoral Researcher,0009-0007-6430-4969,Nessuna,13,854,Bielefeld University,,,,External,https://openalex.org/I20121455
316,Ronan MT,Fleming,Associate Professor,0000-0001-5346-9812,Nessuna,44,13103,University of Galway,,,,External,https://openalex.org/I188760350
317,valeria,blasi,Researcher,0000-0002-8395-0452,"borderline intellectual functioning, neuroimaging, brain development, brain tumors",24,2793,Fondazione Don Carlo Gnocchi,,,,External,
318,Alexander,Belokopytov,researcher,0000-0001-9698-7206,Nessuna,5,86,Institute for Information Transmission Problems,,,,External,https://openalex.org/I4210107660
319,Andrea,Aquino,Professor of Computer Science,0000-0002-9524-6024,Nessuna,19,1899,Federal University of Alagoas,,,,External,
320,Gianni,Cesareni,,0000-0002-9528-6018,Nessuna,87,33889,University of Rome Tor Vergata,,,,External,https://openalex.org/I116067653
321,Miguel,Rocha,Associate Professor,0000-0001-7456-8764,Nessuna,38,7110,Universidade do Minho,,,,External,https://openalex.org/I99682543
322,Francesco,Marabita,,0000-0001-6180-0106,Nessuna,22,4140,Karolinska University Hospital,,,,External,https://openalex.org/I1335113835
323,Claudio,Feliciani,Project Associate Professor,0000-0003-0718-8707,Nessuna,48,9089,The University of Tokyo,,,,External,https://openalex.org/I74801974
324,Yong-Guk,Kim,,0000-0003-4645-1395,Nessuna,18,1392,Sejong University,,,,External,https://openalex.org/I28777354
325,Michele,Carbonera,,0009-0000-3537-1977,Nessuna,1,1,University of Milano-Bicocca,,,,External,https://openalex.org/I66752286
326,Vishal,Monga,Associate Professor,0000-0002-5100-2263,Nessuna,45,11406,Pennsylvania State University,,,,External,https://openalex.org/I130769515
327,ling,shao,,0000-0002-7974-4744,Nessuna,131,71357,Taizhou University,,,,External,https://openalex.org/I82760581
328,Sara,Manzoni,Junior Researcher,0009-0008-5921-1351,Nessuna,21,2013,IRCCS Istituto Auxologico Italiano,,,,External,https://openalex.org/I4210134201
329,Billur,Engin Balin,Associated Professor,0000-0001-7850-9075,Nessuna,8,183,Istanbul University,,,,External,https://openalex.org/I67581229
330,Kwanghun,Choi,,0000-0002-9115-1239,Nessuna,9,236,Chonnam National University,,,,External,https://openalex.org/I111277659
331,Davide,Cozzi,,0000-0003-2439-0608,Nessuna,27,2256,Institute for Plasma Science and Technology,,,,External,https://openalex.org/I4210089414
332,Alberto,ALIPRANDI,Professori a tempo determinato,0000-0001-8577-8433,Nessuna,23,2319,University of Milano-Bicocca,,,,External,https://openalex.org/I66752286
333,Fernanda,Strozzi,,0000-0003-0995-8824,Nessuna,33,5306,Università Carlo Cattaneo,,,,External,https://openalex.org/I2802304065
334,Franklin,Djeumou Fomeni,,0000-0003-3580-1281,Nessuna,9,293,University of Quebec in Montreal,,,,External,https://openalex.org/I70931966
335,Egon,Willighagen,,0000-0001-7542-0286,"statistics, cheminformatics, chemometrics, bioinformatics, chemistry development kit, metabolomics, predictive toxicology, nanoqsar",49,12141,Maastricht University,,,,External,https://openalex.org/I34352273
336,Fabio,Marchese,Researcher,0000-0001-8384-3019,Nessuna,20,1269,King Abdullah University of Science and Technology Red Sea Research Center,,,,External,https://openalex.org/I71920554
337,Thomas,Brouwer,,0000-0002-2582-8061,Nessuna,7,597,Harvard University,,,,External,https://openalex.org/I136199984
338,Massimiliano,ROSSI,,0000-0001-7891-8813,Nessuna,27,2705,University Of Bologna,,,,External,https://openalex.org/I9360294
339,Elena,Russo,Researcher,0000-0002-3254-2571,Nessuna,28,2037,Istituto di Scienze e Tecnologie per l'Energia e la Mobilità Sostenibili,,,,External,
340,Michele,Bevilacqua,PhD Assistant,0000-0001-5647-2822,Nessuna,15,3076,École Polytechnique Fédérale de Lausanne,,,,External,https://openalex.org/I5124864
341,Tim,Seizinger,,0009-0005-9399-8387,Nessuna,5,122,University of Würzburg,,,,External,https://openalex.org/I25974101
342,Eric,Mjolsness,Professor,0000-0002-9085-9171,Nessuna,41,13391,Univesity of California,,,,External,https://openalex.org/I95457486
343,intissar,khalifa,,0000-0003-0323-5078,Nessuna,2,11,Enseignante chercheuse à ISIMG,,,,External,
344,RICCARDO,ROVEDA,,0000-0003-2559-9956,Nessuna,14,892,Alten,,,,External,https://openalex.org/I4210118665
346,Jie,Li,,0000-0002-6178-4377,Nessuna,97,33677,waseda university,,,,External,https://openalex.org/I150744194
347,Catharina,Olsen,,0000-0002-6193-2296,Nessuna,18,5831,Vrije Universiteit Brussel,,,,External,https://openalex.org/I13469542
348,dan dan,zhu,,0000-0001-9951-0155,Nessuna,44,21975,The University of Hong Kong,,,,External,https://openalex.org/I47605537
349,Lucia,Morello,ASSISTENTE,0000-0002-5860-5358,Nessuna,1,82,IRCCS Humanitas Research Hospital,,,,External,https://openalex.org/I4210163047
350,Neel ,Madhukar,,0000-0002-2907-2062,Nessuna,16,2055,Cornell Medical College,,,,External,https://openalex.org/I4210152471
351,Cong,Leng,,0000-0002-5037-0419,Nessuna,17,3054,CASIA,,,,External,
352,Youliang,Yan,,0000-0001-8857-0064,"corporate finance, corporate governance",21,3087,Huawei,,,,External,https://openalex.org/I2250955327
353,Brett,Olivier,,0000-0002-5293-5321,"biochemistry, software developer,  simulation, standardisation, data management, systems biology",30,3886,Vrije Universiteit Amsterdam,,,,External,https://openalex.org/I865915315
354,Umberto Junior,Mele,PhD student,0000-0002-8464-1889,Nessuna,5,57,Dalle Molle Institute for Artificial Intelligence Research,,,,External,https://openalex.org/I2614128279
355,Merit,Cudkowicz,,0000-0002-7075-1681,Nessuna,99,32995,Harvard Medical School,,,,External,
356,Dong Won,Park,,0000-0002-4538-6045,Nessuna,30,3601,Hanyang University Hospital,,,,External,https://openalex.org/I4210142845
357,Chiara,Monfrini,,0000-0001-8675-9066,Nessuna,,,Fondazione IRCCS Istituto Nazionale dei Tumori,,,,External,https://openalex.org/I4210156707
358,K,Uma,Professor,0000-0002-3162-5148,Gender and Development Management,57,22703,Tamil Nadu Agricultural University,,,,External,https://openalex.org/I134900695
359,iman,hajirasouliha,Assistant Professor of Computational Genomics,0000-0002-0600-3371,Nessuna,34,25196,Cornell Medical College,,,,External,https://openalex.org/I4210152471
361,Jean-Philippe,Tarel,Researcher,0000-0002-9241-5347,Nessuna,36,9099,Université Gustave Eiffel,,,,External,https://openalex.org/I4210154111
362,Ding,Liu,,0000-0001-9690-7333,Nessuna,79,32064,Harbin Institute of Technology,,,,External,https://openalex.org/I204983213
363,Edoardo,Amaldi,,0000-0002-3553-2571,"Optimization, Operations Research",36,5856,Politecnico di Milano,,,,External,https://openalex.org/I93860229
364,Jörg,Tiedemann,,0000-0003-3065-7989,"language technology, computational linguistics, machine translation, natural language processing",55,12442,University of Helsinki,,,,External,https://openalex.org/I133731052
365,Massimiliano,Zanin,,0000-0002-4696-461X,Nessuna,38,10626,University of South Australia,,,,External,https://openalex.org/I170239107
366,Martina,Dal Molin,Associate Professor,0000-0003-3899-8657,Nessuna,10,453,Vilnius University,,,,External,https://openalex.org/I173212132
367,Ivan,Shanin,,0009-0007-1588-969X,Nessuna,4,86,University of London,,,,External,https://openalex.org/I124357947
368,Daniel,Carlin,,0000-0001-5075-9486,Nessuna,14,905,Mind Medicine Inc.,,,,External,
369,Chi,Li,Research Assistant,0000-0002-5957-5680,Computer vision and machine learning,39,26892,Johns Hopkins University,,,,External,https://openalex.org/I145311948
370,Aljaž,Košmerlj,Researcher,0000-0001-5702-5493,Nessuna,,,Jožef Stefan Institute,,,,External,https://openalex.org/I3006985408
371,Federico,Bianchi,,0000-0003-1748-5430,Nessuna,52,13530,University of Helsinki,,,,External,https://openalex.org/I133731052
372,NUNZIO ALBERTO,BORGHESE,,0000-0002-0925-3448,Nessuna,42,6651,Università degli Studi di Milano,,,,External,https://openalex.org/I189158943
373,EMANUEL,GONÇALVES,DISCENTE MESTRADO PROFISSIONAL,0009-0004-4214-3680,Nessuna,26,6319,FIOCRUZ,,,,External,
374,Derek,Smith,Faculty/Professor,0000-0002-8956-9687,Nessuna,65,24060,Creighton University,,,,External,https://openalex.org/I114493937
375,Feng,Gao,,0000-0002-7880-0193,Nessuna,172,165917,"Master of Geotechnical Engineering, China University of Mining and Technology",,,,External,https://openalex.org/I25757504
376,Manuela,Berlingeri,,0000-0002-3159-2809,Nessuna,24,2065,"Associate Professor, Department of Humanistic Studies (DISTUM), University of Urbino Carlo Bo, Italy",,,,External,
377,Francescomaria,Faticanti,,0000-0002-3075-313X,Nessuna,8,287,École Normale Supérieure de Lyon,,,,External,https://openalex.org/I113428412
378,Denis,Thieffry,Professor,0000-0003-0271-1757,Computational systems biology,61,13949,École Normale Supérieure,,,,External,https://openalex.org/I29607241
379,C.,Mendes de Oliveira,professor,0000-0002-5267-9065,Nessuna,50,14495,Universidade de Sao Paulo,,,,External,
380,Uma,Mudenagudi,"Dean  R & D, KLE Tech Hubblli",0000-0003-1111-7522,Nessuna,,,KLE Technological University,,,,External,https://openalex.org/I3132975163
381,Jinyang,Liu,,0000-0002-1635-7026,Nessuna,13,1542,"Research Scientist, ByteDance Ltd.",,,,External,
382,László,Hunyady,Professor,0000-0002-8438-7251,Nessuna,58,14745,Semmelweis University,,,,External,https://openalex.org/I101202996
383,Andrea,Moglia,Assistant Professor of Bioengineeering,0000-0002-3365-580X,"Artificial Intelligence surgery, Artificial Intelligence Medical Imaging, Surgical simulation, robotic surgery, virtual simulators",22,2171,Politecnico di Milano,,,,External,https://openalex.org/I93860229
384,Rahuman S,Malik Sheriff,Senior Project Leader,0000-0003-0705-9809,Nessuna,18,2028,European Bioinformatics Institute,,,,External,https://openalex.org/I1303153112
385,Guang,Li,,0000-0002-1072-7006,Nessuna,65,14949,National Institute for Materials Science,,,,External,https://openalex.org/I205401836
386,Stefano,Russo,Medical Director,0000-0002-3416-3129,Nessuna,32,3858,Santobono Children's Hospital,,,,External,https://openalex.org/I4210125210
387,Xiaoran,QIN,,0000-0001-7154-9920,Nessuna,7,554,Hong Kong University of Science and Technology,,,,External,https://openalex.org/I200769079
388,Miguel Angel,Pujana,,0000-0003-3222-4044,Nessuna,54,12535,PI ProCURE Catalan Institute of Oncology,,,,External,
389,john,jack,,0000-0001-6767-6660,Nessuna,264,592760,"Professor of Medicine/Health Research & Policy/Biomedical Data Science/Statistics, Stanford Univ",,,,External,https://openalex.org/I97018004
390,Michael,Freeman,,0000-0002-5931-4835,Nessuna,81,22196,"Professor, Cancer Biology, Cedars-Sinai Medical Center",,,,External,https://openalex.org/I1282927834
391,Thomas,Larrieu,,0000-0002-5097-372X,Nessuna,13,1559,CNP/CHUV,,,,External,
392,CARMEN,RODRIGUEZ,,0000-0002-2360-6617,Nessuna,109,67890,ingeniería en administración,,,,External,
393,Sana,Kashgouli,,0009-0008-1583-2914,Nessuna,3,14,Unknown affiliation,,,,External,
394,Nikola,Banić,,0000-0002-3900-8590,Nessuna,15,813,"University of Zagreb, Faculty of Electrical Engineering and Computing",,,,External,https://openalex.org/I181343428
395,Alberto,RAIMONDI,,0000-0003-4198-6606,Nessuna,2,29,Researcher,,,,External,
396,xin xin ,li,,0000-0003-3002-8453,Nessuna,100,39482,"Sinocloud Wisdom (Beijing) technology co., ltd",,,,External,
397,Orla,Hardiman,"National Clinical Lead, Neurology ",0000-0003-2610-1291,"Genomics, Amyotrophic Lateral Sclerosis, Deep phenotyping, Population genetics, Health Services",105,53463,Health Service Executive,,,,External,https://openalex.org/I37076085
398,Clemens,Wrzodek,Senior Scientist,0000-0003-4995-780X,Nessuna,18,1258,Roche Innovation Center Munich,,,,External,
399,Stephen,Garnett,,0000-0002-0724-7060,Nessuna,69,20764,"Professor of Conservation and Sustainability, Charles Darwin University",,,,External,https://openalex.org/I29894533
400,Christoph,Flamm,,0000-0002-6621-3573,Nessuna,36,16324,"Associate Professor, Department of Theoretical Chemistry, University of Vienna",,,,External,https://openalex.org/I129774422
401,Zheng,Hui,,0000-0002-5499-0850,Nessuna,76,21038,"Professor of Chemistry, NYU Shanghai, ECNU, SUAT",,,,External,
402,Jing-Jing,LIU,,0000-0002-5257-6867,Nessuna,23,1552,Abalone Bio,,,,External,
403,Carlos,Fernandez Lozano,,0000-0002-4587-0806,Nessuna,23,1746,Universidade da Coruña (ROR 01qckj285). CITIC-Research Center of Information and Communication,,,,External,
404,Renan,Greca,PhD Candidate,0000-0002-0148-0662,Nessuna,4,33,Gran Sasso Science Institute,,,,External,https://openalex.org/I4210150763
405,Stefan,Hoops,,0000-0001-8503-8371,Nessuna,32,10393,"Research Associate Professor, Biocomplexity Institute & Initiative, University of Virginia",,,,External,https://openalex.org/I51556381
406,Sylvia,Richardson,,0000-0003-1998-492X,Nessuna,82,47806,"Director of MRC Biostatistics Unit and Professor of Biostatistics, University of Cambridge",,,,External,https://openalex.org/I241749
407,Martine,De Cock,Professor,0000-0001-7917-0771,Nessuna,48,7694,University of Washington Tacoma,,,,External,https://openalex.org/I4210150356
408,Hua,Xu,,0000-0002-0715-5887,Nessuna,69,23535,Associate professor of Civil Engineering at SWJTU,,,,External,https://openalex.org/I4800084
409,Jeremy,Jacobsen,,0000-0001-7341-8385,Nessuna,3,30,"Bioloomics, Inc.",,,,External,
410,In Sock,Jang,Directer,0000-0002-7285-7885,Nessuna,,,Prometheus Biosciences,,,,External,https://openalex.org/I4210094228
411,HSIH-TE,YANG,Sr. Oncology Bioinformatcian,0000-0002-4851-1374,"Precision Oncology, Bioinformatics, Cancer Data Science, Drug Discovery, Antibody and Vaccine for Virus Infection",12,1248,Atrium Health,,,,External,https://openalex.org/I1282516798
412,Nicolas,Rodriguez,,0000-0002-9290-7894,"SBML, bioinformatics, European Bioinformatics Institute, Babraham Institute",35,6928,Babraham Institute,,,,External,https://openalex.org/I1302113299
413,Anna,Guidetti,,0000-0002-4195-6397,Nessuna,,,Università degli Studi di Milano,,,,External,https://openalex.org/I189158943
414,Eduardo ,Ballester,,0000-0001-5199-1754,Nessuna,25,2761,Universidade Federal do Paraná,,,,External,https://openalex.org/I52418104
415,Hari,Sharma,,0000-0003-3131-4005,Nessuna,57,14215,International Crops Research institute for the Semi-Arid Tropics,,,,External,https://openalex.org/I4210163774
416,Manuela,Helmer-Citterich,professor,0000-0001-9530-7504,Nessuna,45,9312,University of Rome Tor Vergata,,,,External,https://openalex.org/I116067653
417,Alicia,Amadoz,,0000-0003-3915-0404," Molecular epidemiology,  Population genetics,  Systems biology,  Evolutionary biology,  Biological pathways, Computational biology,  Functional genomics, Bioinformatics",18,1597,Igenomix SL,,,,External,
418,Zhengyang,Liu,,0000-0003-4938-1935,Nessuna,25,3579,"CPES, Virginia Tech",,,,External,https://openalex.org/I859038795
419,Jiaming,LIU,,0000-0001-5697-1656,Nessuna,65,15894,UCLA,,,,External,https://openalex.org/I2801403999
420,John,Sullivan,Scientist,0000-0002-9067-1531,Nessuna,94,39693,Los Alamos National Laboratory,,,,External,https://openalex.org/I1343871089
421,Simone,Bianco,Associate Professor,0000-0002-7211-8724,Nessuna,36,5865,University of Milano-Bicocca,,,,External,https://openalex.org/I66752286
422,Jing,Lin,,0000-0003-2518-5147,Nessuna,86,26175,Shenzhen University,,,,External,https://openalex.org/I180726961
423,Ruikang,Xu,,0000-0001-7140-0130,Nessuna,13,402,University of Science and Technology of China,,,,External,https://openalex.org/I126520041
424,Ulrike,Wittig,Resident,0000-0003-3837-2929,Nessuna,21,1541,Universitätsklinikum Krems,,,,External,https://openalex.org/I4210120342
425,Hong,Tran,,0000-0001-5442-2063,Nessuna,35,11717,Chinese University of Hong Kong,,,,External,https://openalex.org/I177725633
427,Deyu,Meng,,0000-0003-1739-5910,Nessuna,75,32799,Xi'an Jiaotong University,,,,External,https://openalex.org/I87445476
428,Salim,Bougouffa,Senior Computational Biologist,0000-0001-9218-6452,Nessuna,26,2351,King Abdullah University of Science and Technology,,,,External,https://openalex.org/I71920554
429,Angelo Francesco,Gambino,Post-doc,0000-0003-0372-7232,Nessuna,,,Università degli Studi di Cagliari,,,,External,https://openalex.org/I172446870
430,Viviana ,Arrigoni,Research Fellow,0000-0002-1411-9091,Nessuna,4,91,Sapienza University of Rome,,,,External,https://openalex.org/I861853513
431,SARWAN,ALI,,0000-0003-1563-8130,Nessuna,15,757,Georgia State University,,,,External,https://openalex.org/I181565077
432,Rached,Alkallas,,0000-0003-3040-1860,Nessuna,8,456,McGill University,,,,External,https://openalex.org/I5023651
433,Sheryl,Brahnam,,0000-0001-7664-6930,Nessuna,42,6798,Missouri State University,,,,External,https://openalex.org/I119942284
434,Ahmed,Braham,Professor of Electrical Engineering,0000-0003-2518-0151,"Fault detection, Power Electronics, Induction Motor, Electrolytic capacitors, Pattern Recognition, Support Vector Machines",13,935,University of Carthage,,,,External,https://openalex.org/I179097149
435,Henning,Hermjakob,Team Leader,0000-0001-8479-0262,Nessuna,98,92039,European Bioinformatics Institute,,,,External,https://openalex.org/I1303153112
436,konstantinos,votis,,0000-0001-6381-8326,Nessuna,34,4549,Centre for Research and Technology Hellas/Information Technologies Institute,,,,External,https://openalex.org/I4210134249
437,Jonathan,Drew,,0000-0001-8046-9746,Nessuna,160,91915,University of Geneva,,,,External,https://openalex.org/I114457229
438,Carole,Proctor,Lecturer,0000-0002-1366-1399,Nessuna,26,2896,Newcastle University,,,,External,https://openalex.org/I84884186
439,Sepp,Hochreiter,Head,0000-0001-7449-2528,Nessuna,64,173740,Johannes Kepler Universität Linz,,,,External,https://openalex.org/I4399657969
440,Eduard,Porta-Pardo,Junior Group Leader,0000-0001-7900-4239,"Computational biology, Genomics, Cancer, Bioinformatics",19,9751,Josep Carreras Leukaemia Research Institute,,,,External,https://openalex.org/I4210089592
441,Yu-Jia (Sylvia),Shiah,Bioinformatician,0000-0003-4989-2794,Nessuna,,,Ontario Institute for Cancer Research,,,,External,https://openalex.org/I112260969
442,Michael,Hucka,,0000-0001-9105-5960,"scientific computing, software interoperability, data standards, preservation of data, systems biology, cognitive science, artificial intelligence",46,19383,California Institute of Technology,,,,External,https://openalex.org/I122411786
443,Antonio,Carzaniga,,0009-0008-9969-3981,Nessuna,,,Università della Svizzera italiana,,,,External,https://openalex.org/I57201433
445,Kathleen,Fisch,Assistant Professor,0000-0002-0117-7444,Nessuna,35,4917,"University of California, San Diego",,,,External,
446,Jaime Francisco,Gómez Gómez,Head,0000-0002-8515-6738,"Materials, design and design history, digital modeling",3,63,Universidad de Guadalajara,,,,External,https://openalex.org/I193181351
447,Karlo,Koscevic,,0000-0002-9691-4231,Nessuna,10,300,University of Zagreb,,,,External,https://openalex.org/I181343428
449,Jeong-Ho,Yun,"Associate Professor, Professor (Tenured)",0000-0003-3929-4467,"Periodontology, Implantology, Dentistry, Tissue Engineering",28,2144,Jeonbuk National University,,,,External,https://openalex.org/I80611190
450,Amy,Truong,,0000-0001-9569-1200,Nessuna,,,Sage Bionetworks,,,,External,https://openalex.org/I1323236076
452,Benedict,Anchang,Adjunct Investigator,0000-0002-5576-5647,Nessuna,10,1550,National Cancer Institute,,,,External,https://openalex.org/I4210140884
453,Yukai,Shi,,0009-0009-5292-6271,Nessuna,16,1166,Shanxi University,,,,External,https://openalex.org/I181877577
454,Stefan,Graw,Biostatistician I,0000-0002-6386-8267,Nessuna,9,637,Everest Clinical Research,,,,External,
455,Andrea,Ruggieri,Profesor Asociado,0000-0002-2509-271X,Nessuna,19,2110,Universitat Politècnica de València,,,,External,https://openalex.org/I60053951
456,Petar,Kochovski,,0000-0003-4345-2069,Nessuna,9,610,University of Ljubljana,,,,External,https://openalex.org/I153976015
458,wei,wei,,0000-0002-6762-7989,Nessuna,159,229332,Anglia Ruskin University,,,,External,https://openalex.org/I51216347
459,Brian,Funt,,0000-0003-3525-9197,Nessuna,47,11411,ProfSimon Fraser University,,,,External,https://openalex.org/I18014758
460,Ehsan,Saghapour,,0000-0002-5520-2115,Nessuna,6,166,UAB,,,,External,https://openalex.org/I4210130802
461,En,Chang,PhD student,0009-0000-8794-5581,Nessuna,118,87817,University of Oxford,,,,External,https://openalex.org/I40120149
462,Arseniy,Terekhin,,0000-0002-1049-6391,Nessuna,9,183,Institute for Information Transmission Problems of the Russian Academy of Sciences,,,,External,
463,Kai,Zhang,,0000-0002-5274-3194,Nessuna,167,168740,北京华夏春松科技有限公司,,,,External,
464,Kris,Sankaran,,0000-0002-9415-1971,Nessuna,19,3356,University of Wisconsin - Madison,,,,External,https://openalex.org/I135310074
465,Joerg,Stelling,,0000-0002-1145-891X,Nessuna,48,16244,ETH Zurich,,,,External,https://openalex.org/I35440088
466,Yuanhao,Cai,,0000-0002-8266-7102,Nessuna,15,1811,Johns Hopkins University,,,,External,https://openalex.org/I145311948
467,li,zeng,,0000-0002-5120-7429,Nessuna,50,17517,Institute of Biophysics,,,,External,https://openalex.org/I4210112540
468,Nicholas,Allen,"CEO, CO-founder",0000-0002-1086-6639,Nessuna,102,48066,Ksana Health Inc.,,,,External,
469,Bhabatosh,Chanda,,0009-0008-7648-6867,Nessuna,43,6520,Indian Statistical Institute,,,,External,https://openalex.org/I6498739
470,Barbara,Huang,,0000-0002-5553-9666,Nessuna,11,2272,"University of California, Santa Barbara",,,,External,
471,Matthias,König,Junior Group Leader,0000-0003-1725-179X,"Systems Biology, Systems Medicine, Bioinformatics, Liver, Pharmacokinetics, Physiologically based pharmacokinetics (PBPK) model, Systems Biology Markup Language (SBML), CircleU, FAIR, Biology, Liver function test, Computational modelling, Mathematical modelling",34,5201,Humboldt-Universität zu Berlin,,,,External,https://openalex.org/I39343248
472,Daniele,Zuddas,Ricercatore in Geometria,0000-0002-8308-1832,Nessuna,5,169,Università degli Studi di Trieste,,,,External,https://openalex.org/I142444530
473,Weiguo,Song,,0000-0003-1706-5217,Nessuna,87,29609,Chinese Academy of Sciences,,,,External,https://openalex.org/I19820366
474,FRANCESCO,EPIFANIA,,0000-0003-1839-9366,Nessuna,6,89,Università degli Studi di Milano,,,,External,https://openalex.org/I189158943
475,John,Doyle,Jean Lou Chameau Professor,0000-0002-1828-2486,Nessuna,104,99474,California Institute of Technology,,,,External,https://openalex.org/I122411786
476,Arezoo,Jahani,Assistant Professor,0000-0002-1868-8224,"Computer Network, Cloud Service, Data center, Distributed System",9,191,Sahand University of Technology,,,,External,https://openalex.org/I107853901
477,Marco,Rossignolo,,0000-0001-8584-0313,Nessuna,4,724,Qruise GmbH,,,,External,
478,Kedar Nath,Natarajan,,0000-0002-9264-1280,Nessuna,21,6383,Technical University of Denmark,,,,External,https://openalex.org/I96673099
479,Fabrizio,Magugliani,Strategic Planning and Business Development,0000-0003-2467-6884,Nessuna,,,E4 Computer Engineering SpA,,,,External,
480,Kyle,Roell,,0000-0001-7491-6095,Nessuna,10,873,University of North Carolina,,,,External,https://openalex.org/I114027177
481,Falk,Schreiber,,0000-0002-9307-3254,Nessuna,55,12781,Monash University,,,,External,https://openalex.org/I56590836
482,Jie,Liu,,0000-0002-9740-0056,Nessuna,131,60014,Duke University,,,,External,https://openalex.org/I170897317
483,Stavros,Papadopoulos,,0000-0001-7856-6125,Nessuna,23,2971,"TileDB, Inc.",,,,External,
484,Dirk,Drasdo,Directeur de Recherche,0000-0002-9995-5987,Nessuna,45,8764,Inria Centre de Recherche de Paris,,,,External,
485,Zhiwei ,Zhong,,0000-0001-9054-7314,Nessuna,9,316,University of Hong Kong,,,,External,https://openalex.org/I889458895
486,Akira,Funahashi,Professor,0000-0003-0605-239X,"Systems Biology, Quantitative Biology, Computational Biology, Parallel Processing, Numerical Calculation, Image Processing, Machine Learning",27,7099,Keio University,,,,External,https://openalex.org/I203951103
487,Jüri,Reimand,Associate professor,0000-0002-2299-2309,Nessuna,45,19310,University of Toronto,,,,External,https://openalex.org/I185261750
488,Edda,Klipp,,0000-0002-0567-7075,Nessuna,58,14826,Humboldt-Universität zu Berlin,,,,External,https://openalex.org/I39343248
489,Or,Litany,,0000-0001-6700-7379,Nessuna,33,7259,NVIDIA,,,,External,https://openalex.org/I4210127875
490,Chiara,Fornari,Pharmacokinetic Specialist,0000-0001-9334-8513,Nessuna,10,1143,Menarini Ricerche SpA,,,,External,
492,Witold,Rudnicki,Associate Professor,0000-0002-7928-4944,"bionformatics, machine learning, GPU programming",23,8182,University of Białystok,,,,External,https://openalex.org/I146122375
493,Kenneth,Jung,,0000-0001-8203-2513,Nessuna,47,8563,Hong Kong University,,,,External,https://openalex.org/I200769079
494,Luigi,Celona,Dirigente Tecnologo,0000-0002-6328-5926,Nessuna,33,3794,Istituto Nazionale di Fisica Nucleare,,,,External,https://openalex.org/I160013858
495,Guocai,Chen,,0000-0001-7800-0674,Nessuna,8,614,University of Texas,,,,External,https://openalex.org/I86519309
496,Jingdong,Liu,,0000-0002-5440-4620,Nessuna,29,2873,Imperial College London,,,,External,https://openalex.org/I47508984
497,Giulio,Spinozzi,Expert in Monitoring and Control of Complex Procedures,0000-0002-4220-2474,"Data Science, Cloud Computing, Computational Biology, Bioinformatics, Big Data, Machine Learning, Linux Certified",13,720,Regione Umbria,,,,External,https://openalex.org/I4392738109
