Doi,Title,Year,Type,Url,Authors,Topic,Subfield,Field,Domain,Cites,Cited_by,Keywords,Abstract
10.1007/s40860-021-00167-w,Deep learning and model personalization in sensor-based human activity recognition,2022,journal-article,https://doi.org/10.1007/s40860-021-00167-w,"0000-0003-1261-2234, 0000-0001-5718-630X, 0000-0002-3499-0159, 0000-0001-9112-0574",Activity Recognition in Pervasive Computing Environments,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,39,49,"['Activity Recognition', 'Social Sensing', 'Ambient Intelligence', 'Deep Learning', 'Wearable Sensors', 'Activity tracker']",
10.1109/TSE.2020.2998527,TkT: Automatic Inference of Timed and Extended Pushdown Automata,2020,journal-article,https://doi.org/10.1109/TSE.2020.2998527,"0000-0003-1261-2234, 0000-0003-3541-3641, 0000-0002-3006-4414, 0000-0001-9527-7042",Automated Software Testing Techniques,Software,Computer Science,Physical Sciences,53,5,"['Model-driven Performance Prediction', 'Software Maintenance', 'Software Defect Prediction', 'Requirements Traceability', 'Source Code Analysis', 'Functional specification', 'Functional requirement']",
10.3390/ijerph19052711,"An Internet-Based Multi-Approach Intervention Targeting University Students Suffering from Psychological Problems: Design, Implementation, and Evaluation",2022,journal-article,https://doi.org/10.3390/ijerph19052711,"0000-0003-1261-2234, 0000-0001-6640-7717, 0009-0007-8464-8435, 0000-0003-1489-321X, 0000-0003-2853-3901, 0000-0003-3768-770X, 0000-0003-0618-0690, 0000-0002-6366-8433, 0000-0002-7593-8007, 0000-0001-5207-4579, 0000-0001-8130-437X",Digital Mental Health Interventions and Efficacy,Applied Psychology,Psychology,Social Sciences,82,5,"['Psychoeducation', 'Internet-based Interventions']",
10.1007/978-3-031-19849-6_19,Non-functional Testing of Runtime Enforcers in Android,2022,book-chapter,https://doi.org/10.1007/978-3-031-19849-6_19,"0000-0003-1261-2234, 0000-0003-2120-2894, 0000-0001-9527-7042",Automated Software Testing Techniques,Software,Computer Science,Physical Sciences,28,1,['Automated Testing'],
10.1007/s40860-021-00147-0,Trends in human activity recognition using smartphones,2021,journal-article,https://doi.org/10.1007/s40860-021-00147-0,"0000-0003-1261-2234, 0000-0001-5718-630X, 0000-0002-3499-0159, 0000-0001-9112-0574",Activity Recognition in Pervasive Computing Environments,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,133,65,"['Activity Recognition', 'Data pre-processing']",
10.1016/j.jss.2020.110523,In-the-field monitoring of functional calls: Is it feasible?,2020,journal-article,https://doi.org/10.1016/j.jss.2020.110523,"0000-0003-1261-2234, 0000-0002-9243-8071, 0000-0003-1994-8929, 0000-0001-8512-5029",Log Analysis and System Performance Diagnosis,Computer Networks and Communications,Computer Science,Physical Sciences,46,4,"['Profiling (computer programming)', 'Log Analysis']",
10.3390/app10093024,Online Social Space Identification. A Computational Tool for Optimizing Social Recommendations,2020,journal-article,https://doi.org/10.3390/app10093024,"0000-0003-1261-2234, 0000-0002-1762-9441, 0000-0002-8629-3056, 0009-0008-5921-1351, 0000-0003-3520-4022, 0000-0002-5911-5748, 0000-0003-2633-9822",Technology Adoption and Aging Population,Demography,Social Sciences,Social Sciences,48,1,"['Technology Use', 'Aging', 'Older Adults', 'Social Support', 'Ambient Intelligence', 'Identification (biology)']",
10.1109/ACCESS.2020.2973425,On the Personalization of Classification Models for Human Activity Recognition,2020,journal-article,https://doi.org/10.1109/ACCESS.2020.2973425,"0000-0003-1261-2234, 0000-0001-5718-630X, 0000-0002-3499-0159, 0000-0001-9112-0574",Activity Recognition in Pervasive Computing Environments,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,66,110,"['Activity Recognition', 'Similarity (geometry)', 'Ambient Intelligence', 'Self-Monitoring', 'Behavior Change']",
10.1007/978-3-030-60508-7_15,Test4Enforcers: Test Case Generation for Software Enforcers,2020,book-chapter,https://doi.org/10.1007/978-3-030-60508-7_15,"0000-0003-1261-2234, 0000-0002-3006-4414, 0000-0003-2120-2894, 0000-0001-9527-7042",Automated Software Testing Techniques,Software,Computer Science,Physical Sciences,43,3,['Software Reliability Modeling'],
10.1007/s40860-019-00087-w,Reliability on pervasive well-being: will it soon become a reality?,2019,journal-article,https://doi.org/10.1007/s40860-019-00087-w,"0000-0003-1261-2234, 0000-0002-9818-0999",Living Labs in Open Innovation Networks,Management of Technology and Innovation,"Business, Management and Accounting",Social Sciences,0,1,['Job Satisfaction'],
10.1007/978-3-030-34255-5_28,Human Activities Recognition Using Accelerometer and Gyroscope,2019,book-chapter,https://doi.org/10.1007/978-3-030-34255-5_28,"0000-0003-1261-2234, 0000-0002-4845-4509, 0000-0002-3499-0159, 0000-0001-9112-0574",Activity Recognition in Pervasive Computing Environments,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,16,18,"['Activity Recognition', 'Accelerometer Data']",
10.1016/j.eswa.2024.123600,Ticino: A multi-modal remote sensing dataset for semantic segmentation,2024,journal-article,https://doi.org/10.1016/j.eswa.2024.123600,"0000-0001-9112-0574, 0000-0002-3967-8957, 0000-0001-7432-4284",Hyperspectral Image Analysis and Classification,Media Technology,Engineering,Physical Sciences,38,0,"['Remote Sensing', 'Object Recognition', 'Cross-Modal Retrieval', 'Feature Extraction', 'Feature Matching']",
10.3390/rs16122079,Deep Learning Hyperspectral Pansharpening on Large-Scale PRISMA Dataset,2024,journal-article,https://doi.org/10.3390/rs16122079,"0000-0001-9112-0574, 0000-0002-8505-1581, 0000-0002-3967-8957, 0000-0001-7432-4284",Multispectral and Hyperspectral Image Fusion,Media Technology,Engineering,Physical Sciences,0,3,"['Pansharpening', 'Hyperspectral', 'Hyperspectral Imaging', 'Multispectral', 'Sparse Representations']",
10.3390/s23187876,Estimation of Soil Characteristics from Multispectral Sentinel-3 Imagery and DEM Derivatives Using Machine Learning,2023,journal-article,https://doi.org/10.3390/s23187876,"0000-0001-9112-0574, 0000-0001-7432-4284, 0000-0002-3967-8957, 0000-0003-1319-3924",Digital Soil Mapping Techniques,Environmental Engineering,Environmental Science,Physical Sciences,39,2,"['Digital Soil Mapping', 'Multispectral pattern recognition', 'Soil texture', 'Soil Properties', 'Terrain Analysis', 'Support Vector Machines', 'Global Soil Information', 'Texture (cosmology)']",
10.1109/TIP.2022.3191853,Composition and Style Attributes Guided Image Aesthetic Assessment,2022,journal-article,https://doi.org/10.1109/TIP.2022.3191853,"0000-0001-9112-0574, 0000-0002-5925-2646, 0000-0001-5272-6477, 0000-0001-6269-1351",Computational Modeling of Visual Saliency Detection,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,38,22,"['Image Quality Assessment', 'Aesthetic Perception', 'Perceptual Quality', 'Aesthetic Emotions', 'Neuroaesthetics', 'Benchmark (surveying)']",
10.3390/s21134314,A LoRa-Based Mesh Network for Peer-to-Peer Long-Range Communication,2021,journal-article,https://doi.org/10.3390/s21134314,"0000-0001-9112-0574, 0000-0001-8618-6499, 0000-0002-8193-0597",Low Power Wide Area Network Technologies,Electrical and Electronic Engineering,Engineering,Physical Sciences,9,39,"['Protocol stack', 'Mesh networking', 'LoRa', 'Star network']",
10.3390/app11062758,A Novel 1-D CCANet for ECG Classification,2021,journal-article,https://doi.org/10.3390/app11062758,"0000-0001-9112-0574, 0000-0001-7248-9472",Analysis of Electrocardiogram Signals,Cardiology and Cardiovascular Medicine,Medicine,Health Sciences,39,13,"['Spectrogram', 'Heartbeat Classification', 'Deep Learning for EEG', 'Arrhythmia Detection', 'EEG Analysis', 'ECG Signal']",
10.1016/j.patrec.2019.03.016,Positive technology for elderly well-being: A review,2019,journal-article,https://doi.org/10.1016/j.patrec.2019.03.016,"0000-0001-9112-0574, 0000-0001-9274-4047, 0000-0002-8534-4413, 0000-0002-6482-4768, 0000-0002-3463-2263",Role of Positive Emotions in Well-Being,Social Psychology,Psychology,Social Sciences,173,74,"['Flourishing', 'Positive Psychology', 'Independence (probability theory)', 'Well-being']",
10.3390/app9040738,Comparative Evaluation of Hand-Crafted Image Descriptors vs. Off-the-Shelf CNN-Based Features for Colour Texture Classification under Ideal and Realistic Conditions,2019,journal-article,https://doi.org/10.3390/app9040738,"0000-0001-9112-0574, 0009-0001-0370-2572, 0000-0003-3371-1928, 0000-0002-4343-6598, 0000-0002-0057-8940",Image Feature Retrieval and Recognition Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,67,59,"['Feature Descriptors', 'Texture (cosmology)', 'Texture Classification', 'Feature Matching', 'Image Segmentation', 'Image Retrieval']",
10.1145/3543873.3587614,Towards InnoGraph: A Knowledge Graph for AI Innovation,2023,conference-paper,https://doi.org/10.1145/3543873.3587614,"0000-0002-1801-5118, 0000-0001-9134-4025, 0000-0002-6958-8215, 0000-0001-7373-5591, 0000-0001-7508-7428, 0000-0001-6397-3705",Graph Neural Network Models and Applications,Artificial Intelligence,Computer Science,Physical Sciences,35,1,"['Knowledge graph', 'Knowledge Graph Embedding', 'Innovations', 'Knowledge Spillovers', 'Signal Processing on Graphs', 'Technology Roadmapping', 'Representation (politics)']",
10.1007/978-3-031-47546-7_13,Named Entity Recognition and Linking for Entity Extraction from Italian Civil Judgements,2023,book-chapter,https://doi.org/10.1007/978-3-031-47546-7_13,"0000-0002-1801-5118, 0000-0002-4954-3837, 0009-0001-0955-6721, 0009-0005-8655-4446",Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences,28,2,"['Named Entity Recognition', 'Component (thermodynamics)', 'Neural Machine Translation', 'Natural Language Processing', 'Information Retrieval', 'Language Modeling', 'Entity linking', 'Domain adaptation']",
10.1145/3579051.3579063,Evaluation of Incremental Entity Extraction with Background Knowledge and Entity Linking,2022,conference-paper,https://doi.org/10.1145/3579051.3579063,"0000-0002-1801-5118, 0000-0002-4954-3837, 0000-0002-4613-8115, 0000-0003-4506-2304",Web Data Extraction and Crawling Techniques,Information Systems,Computer Science,Physical Sciences,23,2,"['Named Entity Recognition', 'Entity linking', 'Information Retrieval', 'Data Cleaning', 'Dependency Parsing', 'Duplicate Detection', 'Named entity']",
10.1007/978-3-030-62466-8_21,Tough Tables: Carefully Evaluating Entity Linking for Tabular Data,2020,book-chapter,https://doi.org/10.1007/978-3-030-62466-8_21,"0000-0002-1801-5118, 0000-0001-7830-7596, 0000-0003-0776-361X, 0000-0002-9083-4599",Data Quality Assessment and Improvement,Management Science and Operations Research,Decision Sciences,Social Sciences,13,32,"['Table (database)', 'Named Entity Recognition', 'Data Cleaning', 'Semantic Web', 'Linked Data', 'Complement (music)', 'Ground truth']",
10.1093/bioinformatics/btz747,γ-TRIS: a graph-algorithm for comprehensive identification of vector genomic insertion sites,2019,journal-article,,"0000-0002-8479-7592, 0000-0003-3515-3384, 0000-0003-4182-7103, 0000-0003-3587-3680, 0000-0002-4220-2474, 0000-0002-6378-125X, 0000-0002-4073-8259, 0000-0001-6849-7568, 0000-0002-1201-3939, 0000-0003-1771-6067",Clustered Regularly Interspaced Short Palindromic Repeats and CRISPR-associated proteins,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,11,7,"['Genomic Integration', 'Identification (biology)']",
10.1007/978-3-662-68191-6_3,Computing a Parametric Reveals Relation For Bounded Equal-Conflict Petri Nets,2023,book-chapter,https://doi.org/10.1007/978-3-662-68191-6_3,"0000-0001-5651-915X, 0000-0002-6356-7026, 0000-0002-0639-7593, 0000-0002-7047-0556",Modeling and Control of Petri Nets in Systems,Computational Theory and Mathematics,Computer Science,Physical Sciences,29,0,"['Stochastic Petri net', 'Information flow', 'Stochastic Petri Nets', 'Discrete-Event Systems', 'Petri Nets', 'Probabilistic Systems', 'Workflow Mining', 'Net (polyhedron)']",
10.1007/978-3-662-68191-6_8,Implementable Strategies for a Two-Player Asynchronous Game on Petri Nets,2023,book-chapter,https://doi.org/10.1007/978-3-662-68191-6_8,"0000-0001-5651-915X, 0000-0002-6356-7026, 0000-0002-0639-7593",Modeling and Control of Petri Nets in Systems,Computational Theory and Mathematics,Computer Science,Physical Sciences,19,0,"['Observability', 'Petri Nets', 'Stochastic Petri Nets', 'Net (polyhedron)', 'Flexibility in Workflows', 'ENCODE', 'Stochastic Petri net']",
10.1016/j.jpdc.2023.04.005,Soundness-preserving composition of synchronously and asynchronously interacting workflow net components,2023,journal-article,https://doi.org/10.1016/j.jpdc.2023.04.005,"0000-0001-5651-915X, 0000-0002-0639-7593, 0000-0002-9420-3751, 0000-0002-4162-9070",Workflow Mining and Business Process Management,Management Information Systems,"Business, Management and Accounting",Social Sciences,27,0,"['Soundness', 'Component (thermodynamics)', 'Stochastic Petri Nets', 'Flexibility in Workflows', 'Web Service Composition', 'Petri Nets', 'Workflow Mining', 'Net (polyhedron)', 'Interface (matter)']",
10.1007/s10270-022-01008-x,Discovering architecture-aware and sound process models of multi-agent systems: a compositional approach,2022,journal-article,https://doi.org/10.1007/s10270-022-01008-x,"0000-0001-5651-915X, 0000-0002-4162-9070, 0000-0002-0639-7593, 0000-0002-9420-3751",Workflow Mining and Business Process Management,Management Information Systems,"Business, Management and Accounting",Social Sciences,43,4,"['Interface (matter)', 'Soundness', 'Multi-Agent Systems', 'Agent-Based Modeling', 'Viewpoints']",
10.1007/978-3-662-65303-6_1,Property-Preserving Transformations of Elementary Net Systems Based on Morphisms,2022,book-chapter,https://doi.org/10.1007/978-3-662-65303-6_1,"0000-0001-5651-915X, 0000-0002-0639-7593, 0000-0002-9420-3751, 0000-0003-3913-5810",Modeling and Control of Petri Nets in Systems,Computational Theory and Mathematics,Computer Science,Physical Sciences,21,2,"['Morphism', 'Net (polyhedron)', 'Flexibility in Workflows', 'Formal Methods']",
10.1007/978-3-662-63079-2_6,A Two-Player Asynchronous Game on Fully Observable Petri Nets,2021,book-chapter,https://doi.org/10.1007/978-3-662-63079-2_6,"0000-0001-5651-915X, 0000-0002-6356-7026, 0000-0002-0639-7593",Modeling and Control of Petri Nets in Systems,Computational Theory and Mathematics,Computer Science,Physical Sciences,13,3,"['Stochastic Petri net', 'Petri Nets', 'Transition system', 'Stochastic Petri Nets', 'Sequence (biology)']",
10.3233/fi-2020-1871,Logic and Algebra in Unfolded Petri Nets: on a Duality Between Concurrency and Causal Dependence,2019,journal-article,https://doi.org/10.3233/fi-2020-1871,"0000-0001-5651-915X, 0000-0002-0639-7593",Modeling and Control of Petri Nets in Systems,Computational Theory and Mathematics,Computer Science,Physical Sciences,0,0,"['Orthogonality', 'Binary relation', 'Duality (order theory)', 'Concurrency Modeling']",
10.1145/3639476.3639771,Expert Monitoring: Human-Centered Concept Drift Detection in Machine Learning Operations,2024,conference-paper,https://doi.org/10.1145/3639476.3639771,"0000-0002-7194-3159, 0009-0003-1335-6559, 0000-0001-9333-7101, 0000-0002-2234-0845",Adaptation to Concept Drift in Data Streams,Artificial Intelligence,Computer Science,Physical Sciences,8,0,"['Adaptability', 'Concept Drift', 'Change Detection', 'Ensemble Learning', 'Subject-matter expert']",
10.1007/978-3-031-64182-4_14,Adaptive Strategies Metric Suite,2024,book-chapter,https://doi.org/10.1007/978-3-031-64182-4_14,0000-0002-7194-3159,Autonomic Computing and Self-Adaptive Systems,Artificial Intelligence,Computer Science,Physical Sciences,26,0,"['Self-Adaptive Systems', 'Model-driven Performance Prediction', 'Aspect-Oriented Programming', 'Variability Management', 'Service Selection Algorithms']",
10.1007/978-3-031-66326-0_4,MAPE-K Based Guidelines for Designing Reactive and Proactive Self-adaptive Systems,2024,book-chapter,https://doi.org/10.1007/978-3-031-66326-0_4,0000-0002-7194-3159,Autonomic Computing and Self-Adaptive Systems,Artificial Intelligence,Computer Science,Physical Sciences,25,0,"['Self-Adaptive Systems', 'Model-Based Development', 'Requirements Engineering', 'Autonomic Computing', 'Cloud-Native Architecture']",
10.1007/978-981-97-0989-2_8,Non-expert Level Analysis of Self-adaptive Systems,2024,book-chapter,https://doi.org/10.1007/978-981-97-0989-2_8,"0000-0002-7194-3159, 0009-0003-6591-9333",Autonomic Computing and Self-Adaptive Systems,Artificial Intelligence,Computer Science,Physical Sciences,12,0,"['Self-Adaptive Systems', 'Complex Adaptive Systems', 'Autonomic Computing', 'Software Architecture']",
10.1007/978-3-031-70245-7_15,Self-adaptation for Sustainable Software and Its Application in Current Approaches - An SLR,2024,book-chapter,https://doi.org/10.1007/978-3-031-70245-7_15,"0000-0002-7194-3159, 0000-0001-5719-3737",Autonomic Computing and Self-Adaptive Systems,Artificial Intelligence,Computer Science,Physical Sciences,26,0,"['Self-Adaptive Systems', 'Sustainability', 'Software Architecture', 'Dynamic Software Product Lines']",
10.1007/978-3-031-26507-5_11,"Analysis of MAPE-K Loop in Self-adaptive Systems for Cloud, IoT and CPS",2023,book-chapter,https://doi.org/10.1007/978-3-031-26507-5_11,"0000-0002-7194-3159, 0000-0001-9630-9755, 0009-0003-1335-6559",Autonomic Computing and Self-Adaptive Systems,Artificial Intelligence,Computer Science,Physical Sciences,24,3,"['Implementation', 'Self-Adaptive Systems']",
10.1007/s11219-020-09502-5,A preliminary analysis of self-adaptive systems according to different issues,2020,journal-article,https://doi.org/10.1007/s11219-020-09502-5,"0000-0002-7194-3159, 0000-0002-1195-530X",Empirical Studies in Software Engineering,Information Systems,Computer Science,Physical Sciences,66,16,"['Self-Adaptive Systems', 'Sensitivity Analysis', 'Autonomic Computing', 'Aspect-Oriented Programming', 'Component-Based Systems']",
10.3390/computers9010022,Introduction to the Special Issue “Applications in Self-Aware Computing Systems and their Evaluation”,2020,journal-article,https://doi.org/10.3390/computers9010022,"0000-0002-7194-3159, 0000-0002-7275-0738, 0000-0002-5562-9514, 0000-0001-9333-7101",Autonomic Computing and Self-Adaptive Systems,Artificial Intelligence,Computer Science,Physical Sciences,20,1,"['Vision', 'Theme (computing)', 'Autonomic Computing']",
10.1109/ACCESS.2020.3031189,An Overview of Design Patterns for Self-Adaptive Systems in the Context of the Internet of Things,2020,journal-article,https://doi.org/10.1109/ACCESS.2020.3031189,"0000-0002-7194-3159, 0000-0002-7275-0738, 0000-0002-4417-4868, 0000-0003-4044-8494",Autonomic Computing and Self-Adaptive Systems,Artificial Intelligence,Computer Science,Physical Sciences,100,26,"['Self-Adaptive Systems', 'Service-Oriented Architecture', 'Cloud-Native Architecture', 'Service-Oriented Computing', 'Software design pattern', 'Adaptive system']",
10.1109/TSC.2024.3349648,Monitoring Probe Deployment Patterns for Cloud-Native Applications: Definition and Empirical Assessment,2024,journal-article,https://doi.org/10.1109/TSC.2024.3349648,"0000-0003-2120-2894, 0000-0001-8840-8948, 0000-0002-3499-0159, 0000-0001-9527-7042",Cloud Computing and Big Data Technologies,Information Systems,Computer Science,Physical Sciences,59,1,"['Implementation', 'Cloud-Native Architecture', 'Model-driven Performance Prediction', 'Feature (linguistics)']",
10.1109/TSC.2022.3180500,Automated Probe Life-Cycle Management for Monitoring-As-a-Service,2022,journal-article,https://doi.org/10.1109/TSC.2022.3180500,"0000-0003-2120-2894, 0000-0001-8840-8948, 0000-0002-3499-0159, 0000-0001-9527-7042",Cloud Computing and Big Data Technologies,Information Systems,Computer Science,Physical Sciences,21,5,['Cloud-Native Architecture'],
10.3390/fi11050119,The Next Generation Platform as A Service: Composition and Deployment of Platforms and Services,2019,journal-article,https://doi.org/10.3390/fi11050119,"0000-0003-2120-2894, 0000-0002-6238-3858, 0000-0002-7729-6976, 0000-0002-1775-3450, 0000-0001-7992-0405, 0000-0002-3499-0159, 0000-0002-7160-3541, 0000-0003-4408-6523, 0000-0002-2027-7993",Software-Defined Networking and Network Virtualization,Computer Networks and Communications,Computer Science,Physical Sciences,24,7,"['Scalability', 'Network Function Virtualization', 'Virtualization', 'Operating expense', 'Network Virtualization', 'Cloud Computing', 'Virtual network']",
10.1109/MSR.2019.00087,A Benchmark of Data Loss Bugs for Android Apps,2019,conference-paper,,"0000-0003-2120-2894, 0000-0002-3499-0159, 0000-0003-1261-2234, 0000-0001-8512-5029",Characterization and Detection of Android Malware,Signal Processing,Computer Science,Physical Sciences,17,5,"['Benchmark (surveying)', 'Smartphones', 'Android application', 'Mobile apps', 'Software bug']",
10.1145/3368087,Controlling Interactions with Libraries in Android Apps Through Runtime Enforcement,2019,journal-article,,"0000-0003-2120-2894, 0000-0003-1261-2234, 0000-0001-8512-5029",Characterization and Detection of Android Malware,Signal Processing,Computer Science,Physical Sciences,15,11,['Android Malware'],
10.1145/3328433.3328452,GUI testing in production,2019,conference-paper,,"0000-0003-2120-2894, 0000-0001-7251-1510, 0000-0002-5580-3623, 0000-0001-8512-5029",Automated Software Testing Techniques,Software,Computer Science,Physical Sciences,24,5,"['System integration testing', 'Automated Testing', 'Integration testing', 'Dynamic Test Generation', 'Software Reliability Modeling', 'Test strategy']",
10.1145/3338906.3341185,VARYS: an agnostic model-driven monitoring-as-a-service framework for the cloud,2019,conference-paper,,"0000-0003-2120-2894, 0000-0001-8840-8948, 0000-0002-3499-0159, 0000-0001-6039-138X, 0000-0001-8512-5029",Cloud Computing and Big Data Technologies,Information Systems,Computer Science,Physical Sciences,16,13,['Cloud-Native Architecture'],
10.1016/j.ins.2022.06.005,Numeric Lyndon-based feature embedding of sequencing reads for machine learning approaches,2022,journal-article,https://doi.org/10.1016/j.ins.2022.06.005,"0000-0001-9730-7516, 0000-0002-5267-9065",Text Compression and Indexing Algorithms,Artificial Intelligence,Computer Science,Physical Sciences,40,2,"['Feature (linguistics)', 'Sequence (biology)', 'sequence alignment', 'Support Vector Machines', 'Functional Genomics', 'sequence variation', 'genome annotation']",
10.1007/978-3-031-65990-4_8,Personalizing Behaviour Change in mHealth Apps Through Virtual Reality: The MoveUp VR Edition Approach,2024,book-chapter,https://doi.org/10.1007/978-3-031-65990-4_8,"0000-0002-5038-9785, 0000-0002-0905-0958",Mobile Health Interventions and Applications,General Health Professions,Health Professions,Health Sciences,25,0,"['Health Apps', 'mHealth', 'Mobile Health', 'Behavior Change', 'Self-Monitoring']",
10.1109/TEM.2021.3062786,Design and Implementation of a Platform for Wearable/Mobile Smart Environments,2021,journal-article,https://doi.org/10.1109/TEM.2021.3062786,"0000-0002-5038-9785, 0000-0002-9744-3750",Internet of Things and Edge Computing,Computer Networks and Communications,Computer Science,Physical Sciences,58,7,"['Wearable Sensors', 'Context-Aware Applications', 'Sustainability', 'Smartphones', 'Mobile Edge Computing', 'Wearable technology', 'Smart environment', 'Smart city']",
10.1007/978-3-031-39141-5_1,Knowledge Artifacts to Support Dietary: The Diet Module of the PERCIVAL Project,2023,book-chapter,https://doi.org/10.1007/978-3-031-39141-5_1,"0000-0002-5038-9785, 0000-0002-3365-580X, 0000-0003-1556-6296, 0000-0002-8193-0597",Mobile Health Interventions and Applications,General Health Professions,Health Professions,Health Sciences,12,0,"['Deliberation', 'Health Apps', 'Health Behavior Change', 'Participatory Design', 'Promotion (chess)', 'Android application']",
10.3390/app12083782,Tailoring mHealth Apps on Users to Support Behavior Change Interventions: Conceptual and Computational Considerations,2022,journal-article,https://doi.org/10.3390/app12083782,"0000-0002-5038-9785, 0000-0002-8193-0597, 0000-0003-1556-6296",Mobile Health Interventions and Applications,General Health Professions,Health Professions,Health Sciences,52,5,"['Health Apps', 'User Experience', 'Health Behavior Change', 'Profiling (computer programming)', 'Mobile Health', 'mHealth']",
10.3390/s20215970,An API for Wearable Environments Development and Its Application to mHealth Field †,2020,journal-article,https://doi.org/10.3390/s20215970,0000-0002-5038-9785,Activity Recognition in Pervasive Computing Environments,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,46,5,"['Wearable Sensors', 'Context-Aware Applications', 'mHealth', 'Ambient Intelligence', 'Mobile Edge Computing', 'Wearable technology']",
10.1007/978-3-030-58814-4_39,Lurking Reduction at School Through Virtual Communities of Practice: The Binario 9 ¾ Project,2020,book-chapter,https://doi.org/10.1007/978-3-030-58814-4_39,0000-0002-5038-9785,Innovation in E-Learning and Knowledge Management,Computer Science Applications,Computer Science,Physical Sciences,18,0,"['Bridge (graph theory)', 'Remote Learning', 'Distance Education', 'Virtual Learning Environments', 'Online Learning', 'Cooperative Learning']",
10.1007/s40860-019-00089-8,Virtual round table knights for the treatment of chronic diseases,2019,journal-article,https://doi.org/10.1007/s40860-019-00089-8,"0000-0002-5038-9785, 0000-0002-9744-3750, 0000-0001-9043-3915",Mobile Health Interventions and Applications,General Health Professions,Health Professions,Health Sciences,36,7,"['Table (database)', 'Patient Engagement', 'Round table']",
10.1111/jopy.12915,Surfing the <scp>OCEAN</scp>: The machine learning psycholexical approach 2.0 to detect personality traits in texts,2024,journal-article,https://doi.org/10.1111/jopy.12915,"0000-0002-1394-0507, 0000-0002-4210-6271, 0000-0001-5831-5441, 0000-0001-9544-2933, 0000-0002-7834-3826",Personality Traits and Their Impacts on Life Outcomes,Clinical Psychology,Psychology,Social Sciences,53,0,"['Conscientiousness', 'Agreeableness', 'Trait', 'Openness to experience', 'User Profiling', 'Topic Modeling', 'Machine Translation', 'Personality Traits', 'Machine Learning']",
10.1007/s13748-024-00348-7,A causal network model to estimate the cardiotoxic effect of oncological treatments in young breast cancer survivors,2024,journal-article,https://doi.org/10.1007/s13748-024-00348-7,"0000-0002-1394-0507, 0000-0001-8522-6882, 0000-0003-4423-2121, 0000-0001-5454-2428, 0000-0002-2151-7266, 0000-0001-8220-9833",Cardiotoxicity of Cancer Treatments,Cardiology and Cardiovascular Medicine,Medicine,Health Sciences,40,0,"['Treatment Effects', 'Breast Cancer']",
10.3390/cancers16213643,From Real-World Data to Causally Interpretable Models: A Bayesian Network to Predict Cardiovascular Diseases in Adolescents and Young Adults with Breast Cancer,2024,journal-article,https://doi.org/10.3390/cancers16213643,"0000-0002-1394-0507, 0000-0001-8522-6882, 0000-0003-4423-2121, 0000-0001-5454-2428, 0000-0002-2151-7266, 0000-0002-4666-8052, 0000-0003-3131-3969, 0000-0002-6783-710X, 0000-0003-0335-2418, 0009-0002-4866-0326, 0000-0002-9231-1281, 0000-0003-4488-885X, 0000-0002-7759-0550, 0009-0004-3522-3607, 0000-0003-2806-7269, 0000-0001-5050-8687",Promotion and Disease Reduction in Cardiovascular Health,Cardiology and Cardiovascular Medicine,Medicine,Health Sciences,28,0,"['Disease Risk Prediction', 'Clinical Event Prediction', 'Predictive Modeling', 'Temporal Data Analysis', 'Medical Concept Embedding']",
10.1145/3629169,Towards a Causal Decision-Making Framework for Recommender Systems,2023,journal-article,https://doi.org/10.1145/3629169,"0000-0002-1394-0507, 0000-0002-0235-0421, 0000-0003-4423-2121, 0000-0002-4805-5516",Recommender System Technologies,Information Systems,Computer Science,Physical Sciences,127,2,"['Context-Aware Recommender Systems', 'Representation Learning', 'Trust-Aware Recommender Systems', 'Relational Data Modeling', 'Content-Based Recommendation']",
10.1016/j.jbi.2024.104645,Call for Papers: Special Issue on Learning from Multiple Data Sources for Decision Making in Health Care,2024,journal-article,https://doi.org/10.1016/j.jbi.2024.104645,"0000-0002-1394-0507, 0009-0009-7447-1204, 0000-0003-0380-6571",Learning and Inference in Bayesian Networks,Artificial Intelligence,Computer Science,Physical Sciences,7,0,"['Public Health Informatics', 'Clinical decision making']",
10.1016/j.ijpe.2023.109099,Combining deep reinforcement learning and multi-stage stochastic programming to address the supply chain inventory management problem,2023,journal-article,https://doi.org/10.1016/j.ijpe.2023.109099,"0000-0002-1394-0507, 0000-0002-5366-8499, 0000-0002-5599-6349",Coordination and Information Sharing in Supply Chains,Management Information Systems,"Business, Management and Accounting",Social Sciences,40,4,"['Dual-Channel Supply Chains', 'Dynamic Programming', 'Supply Chain Network Design', 'Large-Scale Optimization', 'Inventory Management']",
